sA,sB,bA,bB,pA,pB,c
DH5alpha,DH5alpha,pAN,pSeva221,Lcara_i1,Srpr_s4,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Amer_f1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Amtr_a1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Beti_e1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Bm3r1_b1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Bm3r1_b2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Bm3r1_b3,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Hiyiir_h1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Lcara_i1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Litr_l1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Lmra_n1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Phif_p1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Phif_p2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Phif_p3,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Psra_r1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Qacr_q1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Qacr_q2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Srpr_s1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Srpr_s2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Srpr_s3,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lcara_i1,Srpr_s4,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Amer_f1,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Amtr_a1,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Beti_e1,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Bm3r1_b1,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Bm3r1_b2,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Bm3r1_b3,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Hiyiir_h1,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Lcara_i1,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Litr_l1,true
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Lmra_n1,true
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Phif_p1,true
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Phif_p2,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Phif_p3,true
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Psra_r1,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Qacr_q1,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Qacr_q2,false
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Srpr_s1,true
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Srpr_s2,true
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Srpr_s3,true
DH5alpha,KT2440,pAN,pSeva231,Lcara_i1,Srpr_s4,true
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Amer_f1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Amtr_a1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Beti_e1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Bm3r1_b1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Bm3r1_b2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Bm3r1_b3,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Hiyiir_h1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Lcara_i1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Litr_l1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Lmra_n1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Phif_p1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Phif_p2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Phif_p3,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Psra_r1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Qacr_q1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Qacr_q2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Srpr_s1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Srpr_s2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Srpr_s3,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lcara_i1,Srpr_s4,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Amer_f1,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Amtr_a1,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Beti_e1,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Bm3r1_b2,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Bm3r1_b3,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Hiyiir_h1,true
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Lcara_i1,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Litr_l1,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Lmra_n1,true
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Phif_p1,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Phif_p2,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Psra_r1,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Qacr_q1,false
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Srpr_s1,true
DH5alpha,KT2440,pAN,pSeva251,Lcara_i1,Srpr_s4,true
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Amer_f1,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Amtr_a1,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Beti_e1,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Bm3r1_b1,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Bm3r1_b2,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Bm3r1_b3,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Hiyiir_h1,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Lcara_i1,true
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Litr_l1,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Lmra_n1,true
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Phif_p1,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Phif_p2,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Phif_p3,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Psra_r1,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Qacr_q1,true
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Qacr_q2,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Srpr_s1,true
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Srpr_s2,false
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Srpr_s3,true
DH5alpha,KT2440,pAN,pSeva221,Litr_l1,Srpr_s4,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Amer_f1,true
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Amtr_a1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Beti_e1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Bm3r1_b1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Bm3r1_b2,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Bm3r1_b3,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Hiyiir_h1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Lcara_i1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Litr_l1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Lmra_n1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Phif_p1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Phif_p2,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Phif_p3,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Psra_r1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Qacr_q1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Qacr_q2,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Srpr_s1,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Srpr_s2,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Srpr_s3,false
DH5alpha,DH5alpha,pAN,pAN,Litr_l1,Srpr_s4,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Amer_f1,true
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Amtr_a1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Beti_e1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Bm3r1_b1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Bm3r1_b2,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Bm3r1_b3,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Hiyiir_h1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Lcara_i1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Litr_l1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Lmra_n1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Phif_p1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Phif_p2,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Phif_p3,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Psra_r1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Qacr_q1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Qacr_q2,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Srpr_s1,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Srpr_s2,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Srpr_s3,false
DH5alpha,DH5alpha,pAN,pSeva221,Litr_l1,Srpr_s4,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Amer_f1,true
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Amtr_a1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Beti_e1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Bm3r1_b1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Bm3r1_b2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Bm3r1_b3,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Hiyiir_h1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Lcara_i1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Litr_l1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Lmra_n1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Phif_p1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Phif_p2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Phif_p3,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Psra_r1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Qacr_q1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Qacr_q2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Srpr_s1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Srpr_s2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Srpr_s3,false
DH5alpha,CC118Lpir,pAN,pSeva221,Litr_l1,Srpr_s4,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Amer_f1,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Amtr_a1,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Beti_e1,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Bm3r1_b1,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Bm3r1_b2,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Bm3r1_b3,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Hiyiir_h1,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Lcara_i1,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Litr_l1,true
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Lmra_n1,true
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Phif_p1,true
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Phif_p2,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Phif_p3,true
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Psra_r1,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Qacr_q1,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Qacr_q2,false
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Srpr_s1,true
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Srpr_s2,true
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Srpr_s3,true
DH5alpha,KT2440,pAN,pSeva231,Litr_l1,Srpr_s4,true
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Amer_f1,true
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Amtr_a1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Beti_e1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Bm3r1_b1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Bm3r1_b2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Bm3r1_b3,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Hiyiir_h1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Lcara_i1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Litr_l1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Lmra_n1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Phif_p1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Phif_p2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Phif_p3,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Psra_r1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Qacr_q1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Qacr_q2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Srpr_s1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Srpr_s2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Srpr_s3,false
DH5alpha,CC118Lpir,pAN,pSeva231,Litr_l1,Srpr_s4,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Amer_f1,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Amtr_a1,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Beti_e1,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Bm3r1_b2,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Bm3r1_b3,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Hiyiir_h1,true
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Lcara_i1,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Litr_l1,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Lmra_n1,true
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Phif_p1,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Phif_p2,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Psra_r1,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Qacr_q1,false
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Srpr_s1,true
DH5alpha,KT2440,pAN,pSeva251,Litr_l1,Srpr_s4,true
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Amer_f1,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Amtr_a1,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Beti_e1,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Bm3r1_b1,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Bm3r1_b2,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Bm3r1_b3,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Hiyiir_h1,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Lcara_i1,true
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Litr_l1,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Lmra_n1,true
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Phif_p1,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Phif_p2,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Phif_p3,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Psra_r1,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Qacr_q1,true
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Qacr_q2,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Srpr_s1,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Srpr_s2,false
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Srpr_s3,true
DH5alpha,KT2440,pAN,pSeva221,Lmra_n1,Srpr_s4,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Amer_f1,true
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Amtr_a1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Beti_e1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Bm3r1_b1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Bm3r1_b2,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Bm3r1_b3,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Hiyiir_h1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Lcara_i1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Litr_l1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Lmra_n1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Phif_p1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Phif_p2,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Phif_p3,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Psra_r1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Qacr_q1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Qacr_q2,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Srpr_s1,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Srpr_s2,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Srpr_s3,false
DH5alpha,DH5alpha,pAN,pAN,Lmra_n1,Srpr_s4,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Amer_f1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Amtr_a1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Beti_e1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Bm3r1_b1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Bm3r1_b2,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Bm3r1_b3,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Hiyiir_h1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Lcara_i1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Litr_l1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Lmra_n1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Phif_p1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Phif_p2,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Phif_p3,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Psra_r1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Qacr_q1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Qacr_q2,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Srpr_s1,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Srpr_s2,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Srpr_s3,false
DH5alpha,DH5alpha,pAN,pSeva221,Lmra_n1,Srpr_s4,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Amer_f1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Amtr_a1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Beti_e1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Bm3r1_b1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Bm3r1_b2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Bm3r1_b3,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Hiyiir_h1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Lcara_i1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Litr_l1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Lmra_n1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Phif_p1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Phif_p2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Phif_p3,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Psra_r1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Qacr_q1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Qacr_q2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Srpr_s1,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Srpr_s2,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Srpr_s3,false
DH5alpha,CC118Lpir,pAN,pSeva221,Lmra_n1,Srpr_s4,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Amer_f1,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Amtr_a1,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Beti_e1,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Bm3r1_b1,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Bm3r1_b2,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Bm3r1_b3,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Hiyiir_h1,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Lcara_i1,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Litr_l1,true
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Lmra_n1,true
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Phif_p1,true
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Phif_p2,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Phif_p3,true
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Psra_r1,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Qacr_q1,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Qacr_q2,false
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Srpr_s1,true
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Srpr_s2,true
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Srpr_s3,true
DH5alpha,KT2440,pAN,pSeva231,Lmra_n1,Srpr_s4,true
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Amer_f1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Amtr_a1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Beti_e1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Bm3r1_b1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Bm3r1_b2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Bm3r1_b3,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Hiyiir_h1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Lcara_i1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Litr_l1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Lmra_n1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Phif_p1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Phif_p2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Phif_p3,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Psra_r1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Qacr_q1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Qacr_q2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Srpr_s1,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Srpr_s2,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Srpr_s3,false
DH5alpha,CC118Lpir,pAN,pSeva231,Lmra_n1,Srpr_s4,false
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Amer_f1,false
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Amtr_a1,false
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Beti_e1,false
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Bm3r1_b2,false
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Bm3r1_b3,false
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Hiyiir_h1,false
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Lcara_i1,false
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Litr_l1,false
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Lmra_n1,true
DH5alpha,KT2440,pAN,pSeva251,Lmra_n1,Phif_p1,false
